2018-06-24 23:01:35 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7b994bd3{/stages,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7ef21e89{/stages/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@71b363bd{/stages/stage,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6ae07bdf{/stages/stage/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2453b5{/stages/pool,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@44d73dc6{/stages/pool/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1c6c2ee{/storage,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@68917f8a{/storage/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4a0a30d6{/storage/rdd,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@374e0d5c{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@a868e9{/environment,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@63262a59{/environment/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@78b13a6b{/executors,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3fd2eccc{/executors/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7c7e34ff{/executors/threadDump,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2ed8bdcb{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5fcbb819{/static,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7280de85{/,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2964899b{/api,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7ceb5805{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@63d6633f{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-06-24 23:01:37 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://ip-172-31-20-62.ec2.internal:4041
2018-06-24 23:01:37 INFO  SparkContext:54 - Added file file:/home/ubuntu/DM_Assignment3/load_model.py at file:/home/ubuntu/DM_Assignment3/load_model.py with timestamp 1529881297626
2018-06-24 23:01:37 INFO  Utils:54 - Copying /home/ubuntu/DM_Assignment3/load_model.py to /tmp/spark-f9fdc1aa-2f9a-4732-974f-4498271b1474/userFiles-6ee7ad47-6dbe-4115-bd2d-93e842e84266/load_model.py
2018-06-24 23:01:37 INFO  Executor:54 - Starting executor ID driver on host localhost
2018-06-24 23:01:37 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 33450.
2018-06-24 23:01:37 INFO  NettyBlockTransferService:54 - Server created on ip-172-31-20-62.ec2.internal:33450
2018-06-24 23:01:37 INFO  BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2018-06-24 23:01:37 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, ip-172-31-20-62.ec2.internal, 33450, None)
2018-06-24 23:01:37 INFO  BlockManagerMasterEndpoint:54 - Registering block manager ip-172-31-20-62.ec2.internal:33450 with 413.9 MB RAM, BlockManagerId(driver, ip-172-31-20-62.ec2.internal, 33450, None)
2018-06-24 23:01:37 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, ip-172-31-20-62.ec2.internal, 33450, None)
2018-06-24 23:01:37 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, ip-172-31-20-62.ec2.internal, 33450, None)
2018-06-24 23:01:38 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5c8d785f{/metrics/json,null,AVAILABLE,@Spark}
2018-06-24 23:01:39 INFO  MemoryStore:54 - Block broadcast_0 stored as values in memory (estimated size 236.5 KB, free 413.7 MB)
2018-06-24 23:01:39 INFO  MemoryStore:54 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.7 MB)
2018-06-24 23:01:39 INFO  BlockManagerInfo:54 - Added broadcast_0_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:39 INFO  SparkContext:54 - Created broadcast 0 from textFile at NativeMethodAccessorImpl.java:0
2018-06-24 23:01:39 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 23:01:39 INFO  SparkContext:54 - Starting job: runJob at PythonRDD.scala:141
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Got job 0 (runJob at PythonRDD.scala:141) with 1 output partitions
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Final stage: ResultStage 0 (runJob at PythonRDD.scala:141)
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Submitting ResultStage 0 (PythonRDD[2] at RDD at PythonRDD.scala:48), which has no missing parents
2018-06-24 23:01:39 INFO  MemoryStore:54 - Block broadcast_1 stored as values in memory (estimated size 5.5 KB, free 413.7 MB)
2018-06-24 23:01:39 INFO  MemoryStore:54 - Block broadcast_1_piece0 stored as bytes in memory (estimated size 3.5 KB, free 413.7 MB)
2018-06-24 23:01:39 INFO  BlockManagerInfo:54 - Added broadcast_1_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 3.5 KB, free: 413.9 MB)
2018-06-24 23:01:39 INFO  SparkContext:54 - Created broadcast 1 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:01:39 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 0 (PythonRDD[2] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:01:39 INFO  TaskSchedulerImpl:54 - Adding task set 0.0 with 1 tasks
2018-06-24 23:01:39 INFO  TaskSetManager:54 - Starting task 0.0 in stage 0.0 (TID 0, localhost, executor driver, partition 0, PROCESS_LOCAL, 7912 bytes)
2018-06-24 23:01:39 INFO  Executor:54 - Running task 0.0 in stage 0.0 (TID 0)
2018-06-24 23:01:39 INFO  Executor:54 - Fetching file:/home/ubuntu/DM_Assignment3/load_model.py with timestamp 1529881297626
2018-06-24 23:01:39 INFO  Utils:54 - /home/ubuntu/DM_Assignment3/load_model.py has been previously copied to /tmp/spark-f9fdc1aa-2f9a-4732-974f-4498271b1474/userFiles-6ee7ad47-6dbe-4115-bd2d-93e842e84266/load_model.py
2018-06-24 23:01:40 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/DM_Assignment3/piplineModel/metadata/part-00000:0+353
2018-06-24 23:01:40 INFO  PythonRunner:54 - Times: total = 395, boot = 382, init = 13, finish = 0
2018-06-24 23:01:40 INFO  Executor:54 - Finished task 0.0 in stage 0.0 (TID 0). 1756 bytes result sent to driver
2018-06-24 23:01:40 INFO  TaskSetManager:54 - Finished task 0.0 in stage 0.0 (TID 0) in 698 ms on localhost (executor driver) (1/1)
2018-06-24 23:01:40 INFO  TaskSchedulerImpl:54 - Removed TaskSet 0.0, whose tasks have all completed, from pool 
2018-06-24 23:01:40 INFO  DAGScheduler:54 - ResultStage 0 (runJob at PythonRDD.scala:141) finished in 0.931 s
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Job 0 finished: runJob at PythonRDD.scala:141, took 1.054669 s
2018-06-24 23:01:40 WARN  SparkContext:66 - Using an existing SparkContext; some configuration may not take effect.
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_2 stored as values in memory (estimated size 236.5 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_2_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Added broadcast_2_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:40 INFO  SparkContext:54 - Created broadcast 2 from textFile at ReadWrite.scala:387
2018-06-24 23:01:40 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 23:01:40 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Got job 1 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Final stage: ResultStage 1 (first at ReadWrite.scala:387)
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Submitting ResultStage 1 (piplineModel/metadata MapPartitionsRDD[4] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_3 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_3_piece0 stored as bytes in memory (estimated size 1977.0 B, free 413.4 MB)
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Added broadcast_3_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 1977.0 B, free: 413.9 MB)
2018-06-24 23:01:40 INFO  SparkContext:54 - Created broadcast 3 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 1 (piplineModel/metadata MapPartitionsRDD[4] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:01:40 INFO  TaskSchedulerImpl:54 - Adding task set 1.0 with 1 tasks
2018-06-24 23:01:40 INFO  TaskSetManager:54 - Starting task 0.0 in stage 1.0 (TID 1, localhost, executor driver, partition 0, PROCESS_LOCAL, 7912 bytes)
2018-06-24 23:01:40 INFO  Executor:54 - Running task 0.0 in stage 1.0 (TID 1)
2018-06-24 23:01:40 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/DM_Assignment3/piplineModel/metadata/part-00000:0+353
2018-06-24 23:01:40 INFO  Executor:54 - Finished task 0.0 in stage 1.0 (TID 1). 1195 bytes result sent to driver
2018-06-24 23:01:40 INFO  TaskSetManager:54 - Finished task 0.0 in stage 1.0 (TID 1) in 20 ms on localhost (executor driver) (1/1)
2018-06-24 23:01:40 INFO  DAGScheduler:54 - ResultStage 1 (first at ReadWrite.scala:387) finished in 0.033 s
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Job 1 finished: first at ReadWrite.scala:387, took 0.037165 s
2018-06-24 23:01:40 INFO  TaskSchedulerImpl:54 - Removed TaskSet 1.0, whose tasks have all completed, from pool 
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 29
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 35
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 43
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 40
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 36
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 44
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 49
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 34
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 30
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 39
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 31
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 27
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 50
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 38
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 41
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 32
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 48
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 42
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 26
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 45
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Removed broadcast_2_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 28
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 46
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 47
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 37
2018-06-24 23:01:40 INFO  ContextCleaner:54 - Cleaned accumulator 33
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Removed broadcast_3_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 1977.0 B, free: 413.9 MB)
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_4 stored as values in memory (estimated size 236.5 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_4_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Added broadcast_4_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:40 INFO  SparkContext:54 - Created broadcast 4 from textFile at ReadWrite.scala:387
2018-06-24 23:01:40 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 23:01:40 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Got job 2 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Final stage: ResultStage 2 (first at ReadWrite.scala:387)
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:01:40 INFO  DAGScheduler:54 - Submitting ResultStage 2 (piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata MapPartitionsRDD[6] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_5 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 23:01:40 INFO  MemoryStore:54 - Block broadcast_5_piece0 stored as bytes in memory (estimated size 2022.0 B, free 413.4 MB)
2018-06-24 23:01:40 INFO  BlockManagerInfo:54 - Added broadcast_5_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 2022.0 B, free: 413.9 MB)
2018-06-24 23:01:41 INFO  SparkContext:54 - Created broadcast 5 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 2 (piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata MapPartitionsRDD[6] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:01:41 INFO  TaskSchedulerImpl:54 - Adding task set 2.0 with 1 tasks
2018-06-24 23:01:41 INFO  TaskSetManager:54 - Starting task 0.0 in stage 2.0 (TID 2, localhost, executor driver, partition 0, PROCESS_LOCAL, 7957 bytes)
2018-06-24 23:01:41 INFO  Executor:54 - Running task 0.0 in stage 2.0 (TID 2)
2018-06-24 23:01:41 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/DM_Assignment3/piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata/part-00000:0+274
2018-06-24 23:01:41 INFO  Executor:54 - Finished task 0.0 in stage 2.0 (TID 2). 1073 bytes result sent to driver
2018-06-24 23:01:41 INFO  TaskSetManager:54 - Finished task 0.0 in stage 2.0 (TID 2) in 15 ms on localhost (executor driver) (1/1)
2018-06-24 23:01:41 INFO  DAGScheduler:54 - ResultStage 2 (first at ReadWrite.scala:387) finished in 0.033 s
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Job 2 finished: first at ReadWrite.scala:387, took 0.040655 s
2018-06-24 23:01:41 INFO  TaskSchedulerImpl:54 - Removed TaskSet 2.0, whose tasks have all completed, from pool 
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 63
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 60
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 56
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 53
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 55
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 52
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 64
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 71
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 65
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 70
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 66
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 57
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 74
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 59
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 68
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Removed broadcast_4_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 72
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 58
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 62
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 54
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Removed broadcast_5_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 2022.0 B, free: 413.9 MB)
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 73
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 69
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 67
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 61
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 51
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 75
2018-06-24 23:01:41 INFO  MemoryStore:54 - Block broadcast_6 stored as values in memory (estimated size 236.5 KB, free 413.4 MB)
2018-06-24 23:01:41 INFO  MemoryStore:54 - Block broadcast_6_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Added broadcast_6_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:41 INFO  SparkContext:54 - Created broadcast 6 from textFile at ReadWrite.scala:387
2018-06-24 23:01:41 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 23:01:41 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Got job 3 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Final stage: ResultStage 3 (first at ReadWrite.scala:387)
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Submitting ResultStage 3 (piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata MapPartitionsRDD[8] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 23:01:41 INFO  MemoryStore:54 - Block broadcast_7 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 23:01:41 INFO  MemoryStore:54 - Block broadcast_7_piece0 stored as bytes in memory (estimated size 2022.0 B, free 413.4 MB)
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Added broadcast_7_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 2022.0 B, free: 413.9 MB)
2018-06-24 23:01:41 INFO  SparkContext:54 - Created broadcast 7 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 3 (piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata MapPartitionsRDD[8] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:01:41 INFO  TaskSchedulerImpl:54 - Adding task set 3.0 with 1 tasks
2018-06-24 23:01:41 INFO  TaskSetManager:54 - Starting task 0.0 in stage 3.0 (TID 3, localhost, executor driver, partition 0, PROCESS_LOCAL, 7957 bytes)
2018-06-24 23:01:41 INFO  Executor:54 - Running task 0.0 in stage 3.0 (TID 3)
2018-06-24 23:01:41 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/DM_Assignment3/piplineModel/stages/0_RegexTokenizer_489ca6bdd556ac2295df/metadata/part-00000:0+274
2018-06-24 23:01:41 INFO  Executor:54 - Finished task 0.0 in stage 3.0 (TID 3). 1073 bytes result sent to driver
2018-06-24 23:01:41 INFO  TaskSetManager:54 - Finished task 0.0 in stage 3.0 (TID 3) in 20 ms on localhost (executor driver) (1/1)
2018-06-24 23:01:41 INFO  DAGScheduler:54 - ResultStage 3 (first at ReadWrite.scala:387) finished in 0.040 s
2018-06-24 23:01:41 INFO  DAGScheduler:54 - Job 3 finished: first at ReadWrite.scala:387, took 0.045504 s
2018-06-24 23:01:41 INFO  TaskSchedulerImpl:54 - Removed TaskSet 3.0, whose tasks have all completed, from pool 
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 80
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 90
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 98
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 99
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 86
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 85
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 84
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 95
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Removed broadcast_7_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 2022.0 B, free: 413.9 MB)
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 92
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 76
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 97
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 93
2018-06-24 23:01:41 INFO  BlockManagerInfo:54 - Removed broadcast_6_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 22.9 KB, free: 413.9 MB)
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 78
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 88
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 87
2018-06-24 23:01:41 INFO  ContextCleaner:54 - Cleaned accumulator 77
